제조사,제조국,원산지,코코아퍼센트,평점,리뷰연도
Martin Mayer,Austria,Haiti,82,3,2016
Martin Mayer,Austria,Colombia,74,3.25,2016
Mast Brothers,U.S.A.,Venezuela,81,2.75,2010
Mast Brothers,U.S.A.,Venezuela,75,3,2010
Mast Brothers,U.S.A.,Dominican Republic,70,3.25,2010
Mast Brothers,U.S.A.,Venezuela,81,2.75,2011
Mast Brothers,U.S.A.,Papua New Guinea,71,2.75,2011
Mast Brothers,U.S.A.,Venezuela,76,3,2011
Mast Brothers,U.S.A.,Venezuela,70,3,2011
Mast Brothers,U.S.A.,Peru,75,3,2011
Mast Brothers,U.S.A.,Dominican Republic,73,3.25,2011
Mast Brothers,U.S.A.,Blend,72,3.5,2011
Mast Brothers,U.S.A.,Belize,70,3.5,2011
Mast Brothers,U.S.A.,Dominican Republic,74,3.75,2011
Mast Brothers,U.S.A.,Blend,72,2.5,2012
Mast Brothers,U.S.A.,Venezuela,73,2.75,2012
Mast Brothers,U.S.A.,Blend,73,3.5,2012
Mast Brothers,U.S.A.,Blend,75,3.75,2014
Mast Brothers,U.S.A.,Guatemala,76,3,2015
Mast Brothers,U.S.A.,Tanzania,74,3.25,2015
Matale,Australia,Vanuatu,72,3.5,2013
Matale,Australia,Blend,70,3.75,2013
Matale,Australia,Madagascar,68,4,2013
Matale,Australia,Papua New Guinea,74,4,2013
Maui Kuia,U.S.A.,U.S.A.,70,3.5,2021
Maverick,U.S.A.,Belize,70,3.25,2014
Maverick,U.S.A.,Dominican Republic,70,3.25,2014
Maverick,U.S.A.,Peru,82,3.25,2014
Maverick,U.S.A.,Peru,63,3.5,2014
Maverick,U.S.A.,U.S.A.,70,3,2020
Maverick,U.S.A.,Vietnam,75,3,2020
Maverick,U.S.A.,Madagascar,65,3.25,2020
Mayacama,U.S.A.,Dominican Republic,72,3,2016
McGuire,Canada,Guatemala,70,2.5,2020
McGuire,Canada,Belize,70,3.25,2020
Meadowlands,U.S.A.,Bolivia,70,2.5,2014
Meadowlands,U.S.A.,Venezuela,70,2.75,2014
Meadowlands,U.S.A.,Belize,70,3,2014
Meadowlands,U.S.A.,Nicaragua,70,3,2014
Meadowlands,U.S.A.,Dominican Republic,70,3.5,2014
Mellow,Denmark,Ecuador,85,2.5,2019
Mellow,Denmark,Dominican Republic,70,2.75,2019
Mellow,Denmark,Philippines,70,3.25,2019
Mellow,Denmark,Tanzania,70,3.25,2019
Menakao (aka Cinagra),Madagascar,Madagascar,80,2.5,2012
Menakao (aka Cinagra),Madagascar,Madagascar,72,2.5,2012
Mesocacao,Honduras,Honduras,80,3.25,2014
Mesocacao,Honduras,Nicaragua,70,3.25,2014
Mesocacao,Honduras,Honduras,70,3.5,2014
Mesocacao,Honduras,Nicaragua,80,3.5,2014
Mesocacao,Honduras,El Salvador,80,2.75,2015
Mesocacao,Honduras,El Salvador,70,3,2015
Mestico,Brazil,Brazil,75,2.5,2018
Metiisto,Sweden,Brazil,70,3,2014
Metiisto,Sweden,Madagascar,72,3.5,2014
Metiisto,Australia,Solomon Islands,72,3.25,2018
Metiisto,Australia,Solomon Islands,67,3.75,2018
Metropolitan,Amsterdam,Blend,70,3.5,2015
Meybol,Germany,Peru,70,3.5,2018
Michel Cluizel,France,Blend,60,2,2006
Michel Cluizel,France,Blend,85,2,2006
Michel Cluizel,France,Blend,99,2,2006
Michel Cluizel,France,Sao Tome,70,3,2006
Michel Cluizel,France,Dominican Republic,67,3.75,2006
Michel Cluizel,France,Madagascar,65,3.75,2006
Michel Cluizel,France,Papua New Guinea,64,3.75,2006
Michel Cluizel,France,Venezuela,66,3.5,2007
Michel Cluizel,France,Sao Tome,67,3.5,2007
Michel Cluizel,France,Mexico,66,3.75,2012
Michel Cluizel,France,Colombia,69,3.25,2017
Michel Cluizel,France,Brazil,70,3,2019
Michel Cluizel,France,Guatemala,70,3.5,2019
Middlebury,U.S.A.,Blend,65,1.5,2012
Middlebury,U.S.A.,Bolivia,75,2,2012
Middlebury,U.S.A.,Indonesia,70,2.5,2012
Middlebury,U.S.A.,Dominican Republic,75,2.5,2013
Middlebury,U.S.A.,Belize,80,3.25,2013
Middlebury,U.S.A.,Tanzania,75,3.25,2015
Middlebury,U.S.A.,Belize,80,3.5,2015
Middlebury,U.S.A.,Trinidad,70,3.5,2015
Middlebury,U.S.A.,Nicaragua,70,3.5,2015
Middlebury,U.S.A.,Dominican Republic,75,3.75,2015
Middlebury,U.S.A.,Venezuela,75,3.75,2015
Mike & Becky,Belgium,Dominican Republic,70,3,2018
Mike & Becky,Belgium,India,70,3.25,2018
Mike & Becky,Belgium,Peru,70,3.25,2018
Mike & Becky,Belgium,Belize,70,3.5,2018
Millcreek Cacao Roasters,U.S.A.,Ecuador,70,3.5,2012
Millcreek Cacao Roasters,U.S.A.,Ecuador,70,2.5,2013
Millesime,Belgium,Ecuador,70,3,2019
Millesime,Belgium,India,74,3,2019
Millesime,Belgium,Brazil,76,3,2019
Millesime,Belgium,Panama,75,2.75,2021
Millesime,Belgium,India,74,3,2021
Millesime,Belgium,Tanzania,90,3,2021
Milton,Japan,Brazil,70,3,2018
Milton,Japan,Vietnam,70,3.25,2018
Milton,Japan,Madagascar,70,3.5,2018
Milton,Japan,Peru,70,3.75,2018
Mindo,U.S.A.,Ecuador,77,2.75,2010
Mindo,U.S.A.,Ecuador,67,2.75,2019
Minimal,Japan,Haiti,70,3.5,2016
Mirzam,U.A.E.,Papua New Guinea,72,3,2017
Mirzam,U.A.E.,Madagascar,72,3.25,2017
Mirzam,U.A.E.,India,65,3.5,2017
Mirzam,U.A.E.,Vietnam,65,3.5,2017
Mirzam,U.A.E.,Tanzania,72,3.75,2019
Misina,Czech Republic,Vietnam,70,3.5,2020
Mission,Brazil,Brazil,70,3.5,2015
Mission,Brazil,Brazil,75,3.75,2016
Mission,Brazil,Puerto Rico,70,3,2019
Mita,Colombia,Colombia,65,2.5,2012
Moho,U.S.A.,Belize,67,2.75,2010
Moho,U.S.A.,Belize,72,3,2013
Moho,U.S.A.,Belize,73,3.25,2013
Moka Origins,U.S.A.,Brazil,72,2.5,2018
Moka Origins,U.S.A.,Cameroon,68,3,2018
Moka Origins,U.S.A.,Sierra Leone,72,3,2019
Moka Origins,U.S.A.,Dominican Republic,70,3.5,2019
Moka Origins,U.S.A.,Tanzania,72,3.75,2019
Moku,U.S.A.,Madagascar,70,2.75,2021
Moku,U.S.A.,Dominican Republic,70,3.25,2021
Molucca,U.S.A.,Indonesia,70,2.75,2015
Molucca,U.S.A.,Dominican Republic,70,3,2015
Molucca,U.S.A.,Peru,70,3.25,2015
Momotombo,Nicaragua,Nicaragua,70,2.75,2011
Momotombo,Nicaragua,Nicaragua,70,2.75,2011
Momotombo,Nicaragua,Nicaragua,70,3.25,2018
Monarque,Canada,Dominican Republic,72,3.5,2016
Monarque,Canada,Philippines,76,3.5,2021
Monsieur Truffe,Australia,Papua New Guinea,70,3.25,2014
Monsoon,U.S.A.,Mexico,70,3.25,2018
Monsoon,U.S.A.,Peru,72,3.5,2021
Monsoon,U.S.A.,Ecuador,75,3.75,2021
Montecristi,Ecuador,Ecuador,70,3.25,2015
Montecristi,Ecuador,Ecuador,63,3.5,2015
Montecristi,Ecuador,Ecuador,85,3.5,2015
MUCHO,Mexico,Mexico,70,3,2020
Muchomas (Mesocacao),U.S.A.,Nicaragua,70,3.5,2015
Muchomas (Mesocacao),U.S.A.,Nicaragua,80,3.5,2015
Musee du Chocolat Theobroma,Japan,Venezuela,70,3.5,2018
Mutari,U.S.A.,Dominican Republic,71,2.75,2016
Mutari,U.S.A.,Tanzania,68,2.75,2016
Mutari,U.S.A.,Madagascar,68,2.75,2016
Mutari,U.S.A.,Vietnam,80,3,2016
Nahua,Costa Rica,Costa Rica,58,2.5,2013
Nahua,Costa Rica,Costa Rica,70,3,2013
Naive,Lithuania,Grenada,71,2.5,2012
Naive,Lithuania,Blend,70,3.75,2013
Naive,Lithuania,Peru,78,3.75,2013
Naive,Lithuania,Venezuela,75,2.75,2014
Naive,Lithuania,Venezuela,70,3,2014
Naive,Lithuania,Nicaragua,70,3.25,2014
Naive,Lithuania,Nicaragua,67,2.75,2019
Naive,Lithuania,El Salvador,70,3.25,2019
Nanea,U.S.A.,U.S.A.,85,3.5,2013
Nathan Miller,U.S.A.,Peru,72,2.25,2014
Nathan Miller,U.S.A.,Dominican Republic,70,2.5,2014
Nathan Miller,U.S.A.,Madagascar,73.5,2.5,2014
Nathan Miller,U.S.A.,Ghana,70,3.5,2014
Nearynogs,Ireland,Dominican Republic,70,3.25,2018
Neuhaus (Callebaut),Belgium,Blend,73,2,2006
Neuhaus (Callebaut),Belgium,Sao Tome,75,2.75,2006
Neuhaus (Callebaut),Belgium,Venezuela,71,3,2006
Neuhaus (Callebaut),Belgium,Blend,73,1,2007
Neuhaus (Callebaut),Belgium,Trinidad,67,3.75,2008
Neuhaus (Callebaut),Belgium,Papua New Guinea,70,2.5,2010
Nibble,U.S.A.,Venezuela,72,2.25,2015
Nibble,U.S.A.,Dominican Republic,72,2.75,2015
Nibble,U.S.A.,Madagascar,72,3,2015
Nibble,U.S.A.,Peru,72,3,2015
Nibble,U.S.A.,Brazil,72,3,2018
Night Owl,U.S.A.,Peru,75,2.75,2013
Night Owl,U.S.A.,Ecuador,75,3.5,2013
Nikoa,Ecuador,Ecuador,72,3.75,2019
Nina,Peru,Peru,70,3,2018
Ninth (9th) & Larkin,U.S.A.,Vietnam,72,2.75,2018
Ninth (9th) & Larkin,U.S.A.,Tanzania,72,3,2018
Ninth (9th) & Larkin,U.S.A.,Dominican Republic,72,3,2018
Ninth (9th) & Larkin,U.S.A.,Fiji,74,2.75,2019
Ninth (9th) & Larkin,U.S.A.,Colombia,72,3.25,2019
Noble Bean aka Jerjobo,U.S.A.,Ghana,75,3,2014
Noble Bean aka Jerjobo,U.S.A.,Belize,75,3,2014
Noble Bean aka Jerjobo,U.S.A.,Peru,75,3.25,2014
Noir d' Ebine,U.S.A.,Venezuela,70,3,2012
Noir d' Ebine,U.S.A.,Ecuador,70,3,2012
Nova Monda,Nicaragua,Nicaragua,75,2.75,2012
Nova Monda,Nicaragua,Nicaragua,70,3,2012
Nova Monda,Nicaragua,Ecuador,80,3.25,2012
Nuance,U.S.A.,Ecuador,70,2.75,2015
Nuance,U.S.A.,Venezuela,70,3,2015
Nuance,U.S.A.,Madagascar,70,3.5,2015
Nuance,U.S.A.,Ghana,70,3.75,2015
Nuance,U.S.A.,Dominican Republic,70,3.75,2015
Nuance,U.S.A.,Nigeria,70,3,2020
Nuance,U.S.A.,Vietnam,70,3.25,2020
Nugali,Brazil,Brazil,70,3.5,2016
Oakland Chocolate Co.,U.S.A.,Jamaica,70,2.5,2010
Obolo,Chile,Peru,70,3.75,2015
Obolo,Chile,Peru,70,3.75,2019
Ocelot,Scotland,Congo,70,3.75,2015
Ocelot,Scotland,Peru,75,4,2015
Ocho,New Zealand,Papua New Guinea,66,2.75,2014
Ocho,New Zealand,Papua New Guinea,70,3,2014
Ocho,New Zealand,Papua New Guinea,88,3.25,2014
Ocho,New Zealand,Papua New Guinea,74,3.5,2014
Ocho,New Zealand,Samoa,100,2.75,2016
Ocho,New Zealand,Samoa,70,3.5,2016
Odyssey,U.S.A.,Guatemala,70,3,2020
Odyssey,U.S.A.,Tanzania,70,3,2020
Odyssey,U.S.A.,Uganda,70,3.25,2020
Odyssey,U.S.A.,India,70,3.25,2020
Odyssey,U.S.A.,Colombia,70,3.25,2020
Odyssey,U.S.A.,Bolivia,70,3.75,2020
Odyssey,U.S.A.,Vietnam,70,3.75,2020
Odyssey,U.S.A.,Blend,100,3,2021
Odyssey,U.S.A.,Venezuela,80,3,2021
Odyssey,U.S.A.,U.S.A.,70,3.25,2021
Odyssey,U.S.A.,Peru,70,3.25,2021
Odyssey,U.S.A.,Venezuela,70,3.5,2021
Odyssey,U.S.A.,Haiti,70,3.75,2021
Ohiyo,U.S.A.,Trinidad,70,2.75,2015
Ohiyo,U.S.A.,Tanzania,70,3,2015
Oialla by Bojessen (Malmo),Germany,Bolivia,70,3.5,2011
Oialla by Bojessen (Malmo),Germany,Brazil,78,3.75,2018
Olive and Sinclair,U.S.A.,Blend,67,2.75,2009
Olive and Sinclair,U.S.A.,Blend,75,3,2009
Olive and Sinclair,U.S.A.,Dominican Republic,72,3,2010
Olive and Sinclair,U.S.A.,Ghana,72,3,2010
Olivia,Canada,Blend,76,2,2011
Olivia,Canada,Blend,76,2.75,2011
Olivia,Canada,Blend,85,2.75,2011
Olivia,Canada,Blend,85,3,2011
Omanhene,Ghana,Ghana,80,2.75,2011
Omnom,Iceland,Papua New Guinea,70,3,2014
Omnom,Iceland,Madagascar,66,3.5,2014
Omnom,Iceland,Tanzania,70,3.75,2016
Omnom,Iceland,Nicaragua,73,3,2018
Or Dubh,U.S.A.,Madagascar,70,3.25,2020
Or Dubh,U.S.A.,Vietnam,70,3.25,2020
Or Dubh,U.S.A.,Tanzania,70,3.5,2020
Orfeve,Switzerland,Colombia,75,2.75,2021
Orfeve,Switzerland,Peru,70,3.25,2021
Orfeve,Switzerland,Peru,75,3.25,2021
Orfeve,Switzerland,Madagascar,75,3.5,2021
organicfair,Canada,Belize,74,2.75,2013
organicfair,Canada,Dominican Republic,72,2.75,2013
organicfair,Canada,Nicaragua,72,2.75,2013
organicfair,Canada,Dominican Republic,72,3,2013
organicfair,Canada,Ecuador,72,3,2013
organicfair,South Africa,Panama,71,3,2018
Original Beans (Felchlin),Switzerland,Congo,70,3,2009
Original Beans (Felchlin),Switzerland,Peru,75,3,2009
Original Beans (Felchlin),Switzerland,Bolivia,68,3.25,2009
Original Beans (Felchlin),Switzerland,Bolivia,66,3.75,2011
Original Beans (Felchlin),Switzerland,Papua New Guinea,68,2.75,2014
Original Beans (Felchlin),Switzerland,Blend,80,3.25,2014
Original Hawaiin Chocolate Factory,U.S.A.,U.S.A.,60,3,2006
Original Hawaiin Chocolate Factory,U.S.A.,U.S.A.,60,3,2009
Orquidea,Peru,Peru,65,3,2012
Orquidea,Peru,Peru,72,3,2012
Pacari,Ecuador,Ecuador,100,2,2008
Pacari,Ecuador,Ecuador,60,2.75,2008
Pacari,Ecuador,Ecuador,72,3,2008
Pacari,Ecuador,Ecuador,65,3,2008
Pacari,Ecuador,Ecuador,70,3.5,2008
Pacari,Ecuador,Ecuador,70,3.5,2011
Pacari,Ecuador,Ecuador,85,2.75,2012
Pacari,Ecuador,Peru,70,4,2012
Pacari,Ecuador,Ecuador,70,3.25,2014
Pacari,Ecuador,Ecuador,70,3.5,2014
Pacari,Ecuador,Ecuador,70,3.75,2014
Pacari,Ecuador,Ecuador,70,4,2014
Pacari,Ecuador,Colombia,70,4,2016
Palet D'Or,Japan,Vietnam,72,3.25,2018
Palet D'Or,Japan,Haiti,70,3.5,2018
Palet D'Or,Japan,Cuba,72,3.75,2018
Palette de Bine,Canada,Bolivia,72,2.75,2014
Palette de Bine,Canada,Ecuador,75,2.75,2014
Palette de Bine,Canada,Blend,75,3.5,2014
Palette de Bine,Canada,Madagascar,78,3.75,2014
Palette de Bine,Canada,Trinidad,70,3.75,2014
Palette de Bine,Canada,Bolivia,70,3.25,2015
Palette de Bine,Canada,Trinidad,70,3.25,2015
Palette de Bine,Canada,Tanzania,72,3.5,2015
Palette de Bine,Canada,Vietnam,72,3.75,2015
Palette de Bine,Canada,Guatemala,70,2.75,2016
Palette de Bine,Canada,Belize,72,3,2016
Palette de Bine,Canada,Peru,72,2.75,2017
Palette de Bine,Canada,Dominican Republic,75,2.75,2017
Palette de Bine,Canada,Haiti,70,3.5,2017
Palette de Bine,Canada,Peru,70,3.5,2019
Pangea,Spain,Fiji,76,3,2016
Pangea,Spain,Bolivia,76,2.75,2019
Pangea,Spain,Philippines,76,3,2019
Pangea,Spain,Belize,75,3.25,2019
Pangea,Spain,Madagascar,76,3.25,2019
Pangea,Spain,Dominican Republic,76,3.25,2019
Pangea,Spain,Peru,71,3.5,2019
Park 75,U.S.A.,Blend,65,3.5,2014
Parliament,U.S.A.,Bolivia,70,3,2014
Parliament,U.S.A.,Dominican Republic,70,3.5,2014
Parliament,U.S.A.,Guatemala,70,3.5,2015
Parliament,U.S.A.,Tanzania,70,3.25,2016
Parre Chocolat,U.S.A.,Guatemala,75,2.75,2019
Parre Chocolat,U.S.A.,Dominican Republic,75,2.75,2019
Parre Chocolat,U.S.A.,Colombia,75,3,2019
Pascha,Peru,Peru,55,2.5,2013
Pascha,Peru,Peru,70,2.75,2013
Patric,U.S.A.,Madagascar,70,4,2007
Patric,U.S.A.,Madagascar,67,3.5,2009
Patric,U.S.A.,Venezuela,70,3.5,2009
Patric,U.S.A.,Madagascar,75,4,2009
Patric,U.S.A.,Blend,70,3.75,2011
Patric,U.S.A.,Peru,67,4,2013
Paul Young,U.K.,Madagascar,73,2.25,2014
Paul Young,U.K.,Madagascar,64,2.75,2014
Peppalo,U.S.A.,Dominican Republic,82,3,2015
Perrenial,U.S.A.,Fiji,75,3,2018
Petite Patrie,Canada,Peru,70,3.25,2019
Pierre Marcolini,Belgium,Indonesia,72,3,2006
Pierre Marcolini,Belgium,Venezuela,72,3.75,2006
Pierre Marcolini,Belgium,Mexico,72,4,2006
Pierre Marcolini,Belgium,Blend,85,3.5,2007
Pierre Marcolini,Belgium,Ecuador,72,3.75,2007
Pierre Marcolini,Belgium,Blend,70,4,2007
Pierre Marcolini,Belgium,Madagascar,72,4,2007
Pierre Marcolini,Belgium,Brazil,72,3,2009
Pierre Marcolini,Belgium,Mexico,72,3,2009
Pierre Marcolini,Belgium,Venezuela,75,3,2010
Pierre Marcolini,Belgium,Peru,85,3,2010
Pierre Marcolini,Belgium,Trinidad,75,3.25,2010
Pierre Marcolini,Belgium,Cuba,78,3.75,2010
Pierre Marcolini,Belgium,Cameroon,70,3.25,2015
Pierre Marcolini,Belgium,Madagascar,76,3,2019
Pierre Marcolini,Belgium,Cameroon,70,3,2019
Pierre Marcolini,Belgium,China,72,3.5,2021
Piety and Desire,U.S.A.,Vietnam,70,3,2020
Piety and Desire,U.S.A.,Tanzania,70,3.5,2020
Piety and Desire,U.S.A.,India,73,3.5,2020
Pinellas,U.S.A.,Honduras,80,2.5,2016
Pitch Dark,U.S.A.,Fiji,73,2.5,2014
Pitch Dark,U.S.A.,Madagascar,73,3.25,2014
Pitch Dark,U.S.A.,Ecuador,73,3.25,2014
Pitch Dark,U.S.A.,Ecuador,73,3.5,2014
Pitch Dark,U.S.A.,Nicaragua,62,2.5,2015
Pitch Dark,U.S.A.,Nicaragua,80,2.75,2015
Pitch Dark,U.S.A.,Nicaragua,80,2.75,2015
Pitch Dark,U.S.A.,Nicaragua,80,2.75,2015
Pitch Dark,U.S.A.,Nicaragua,80,3.25,2015
Pollinator,U.S.A.,Bolivia,70,3,2020
Pollinator,U.S.A.,Dominican Republic,70,3,2020
Pollinator,U.S.A.,Tanzania,70,3.25,2020
Pomm (aka Dead Dog),U.S.A.,Dominican Republic,76,2.5,2012
Pomm (aka Dead Dog),U.S.A.,Peru,82,2.75,2012
Poppy and Peep,U.S.A.,Haiti,71,2.75,2021
Poppy and Peep,U.S.A.,Guatemala,76,3,2021
Poppy and Peep,U.S.A.,Ghana,66,3,2021
Potomac,U.S.A.,Costa Rica,82,3.75,2010
Potomac,U.S.A.,Peru,70,2.75,2011
Potomac,U.S.A.,Costa Rica,70,3,2011
Potomac,U.S.A.,Costa Rica,70,3.5,2011
Potomac,U.S.A.,Brazil,70,3.5,2011
Potomac,U.S.A.,Venezuela,70,3.75,2014
Potomac,U.S.A.,Dominican Republic,70,3.75,2016
Potomac,U.S.A.,Colombia,70,4,2018
Potomac,U.S.A.,Uganda,75,3.75,2021
Potomac,U.S.A.,Peru,70,3.75,2021
Pralus,France,Vanuatu,75,3,2006
Pralus,France,Cuba,75,3,2006
Pralus,France,Blend,75,3,2006
Pralus,France,Brazil,75,3,2006
Pralus,France,Blend,75,3.5,2006
Pralus,France,Jamaica,75,3.75,2006
Pralus,France,Ecuador,80,3.75,2006
Pralus,France,Sao Tome,75,4,2007
Pralus,France,Dominican Republic,75,2,2008
Pralus,France,Madagascar,100,3,2008
Pralus,France,Brazil,75,3.5,2008
Pralus,France,Venezuela,75,2,2009
Pralus,France,Venezuela,75,3.5,2010
Pralus,France,Venezuela,75,3.25,2011
Pralus,France,Peru,75,3.25,2015
Pralus,France,Papua New Guinea,75,3,2019
Pralus,France,Indonesia,75,3,2019
Pralus,France,Venezuela,75,3,2019
Pralus,France,Madagascar,75,3,2019
Pralus,France,Colombia,75,3,2019
Pralus,France,Trinidad,75,3.25,2019
Pralus,France,Ghana,75,3.25,2019
Pralus,France,Sao Tome & Principe,75,3.5,2019
Pralus,France,Tanzania,75,3.5,2019
Pralus,France,Ecuador,75,3.5,2019
Primo Botanica,U.S.A.,Tanzania,75,3.25,2018
Primo Botanica,U.S.A.,Peru,75,3.25,2018
Public Chocolatory,South Korea,Vietnam,70,2.75,2019
Pump Street Bakery,U.K.,Venezuela,75,2.75,2014
Pump Street Bakery,U.K.,Ecuador,85,2.75,2014
Pump Street Bakery,U.K.,Ecuador,75,3,2014
Pump Street Bakery,U.K.,Madagascar,72,3.25,2014
Pump Street Bakery,U.K.,Honduras,80,2.75,2015
Pump Street Bakery,U.K.,Grenada,70,3.5,2015
Pump Street Bakery,U.K.,Madagascar,74,3.5,2015
Pump Street Bakery,U.K.,Ecuador,77,3.5,2016
Pump Street Bakery,U.K.,Jamaica,75,3.75,2017
Pump Street Bakery,U.K.,Solomon Islands,72,3.25,2018
Pura Delizia,Italy,Venezuela,73,2.75,2012
Pura Delizia,Italy,Ecuador,73,3.25,2017
Pura Delizia,Italy,Papua New Guinea,75,3.25,2017
Pura Delizia,Italy,Vietnam,75,3.5,2017
Pura Delizia,Italy,Philippines,66,3.5,2017
Pura Delizia,Italy,Dominican Republic,65,3.75,2017
Q Chocolate,Brazil,Brazil,60,3,2012
Q Chocolate,Brazil,Brazil,65,3.25,2012
Q Chocolate,Brazil,Brazil,55,2.75,2013
Q Chocolate,Brazil,Brazil,75,3.25,2013
Q Chocolate,Brazil,Brazil,80,3.25,2013
Q Chocolate,Brazil,Brazil,85,3.5,2013
Qantu,Canada,Peru,70,3,2018
Qantu,Canada,Peru,70,3.75,2019
Qantu,Canada,Peru,70,3.5,2020
Qantu,Canada,Peru,70,4,2020
Qantu,Canada,Peru,70,3.75,2021
Quetzalli (Wolter),Mexico,Mexico,70,2.75,2016
Quetzalli (Wolter),Mexico,Mexico,74,3,2016
Raaka,U.S.A.,Dominican Republic,85,3.5,2011
Raaka,U.S.A.,Madagascar,75,3.25,2012
Raaka,U.S.A.,Congo,75,2.75,2015
Raaka,U.S.A.,Peru,70,3,2016
Raaka,U.S.A.,Haiti,70,3.25,2017
Raaka,U.S.A.,Haiti,70,3.5,2017
Rain Republic,Guatemala,Guatemala,70,2.75,2010
Rancho San Jacinto,Ecuador,Ecuador,75,3,2010
Ranger,U.S.A.,Peru,70,2.5,2015
Ranger,U.S.A.,Peru,80,3.25,2015
Ranger,U.S.A.,Peru,73,3.5,2015
Ranger,U.S.A.,Mexico,70,3.25,2021
Raoul Boulanger,France,Peru,75,3.25,2016
Raphio,U.S.A.,Ecuador,72,3.5,2018
Raphio,U.S.A.,Tanzania,72,3.75,2018
Raphio,U.S.A.,Peru,72,3.75,2018
Raphio,U.S.A.,Dominican Republic,72,3.5,2019
Raphio,U.S.A.,Nicaragua,72,3.5,2019
Raphio,U.S.A.,Ghana,72,3.5,2021
Raw Cocoa,Poland,Peru,70,2.5,2012
Republica del Cacao (aka Confecta),Ecuador,Ecuador,75,3,2007
Republica del Cacao (aka Confecta),Ecuador,Ecuador,67,3.5,2007
Republica del Cacao (aka Confecta),Ecuador,Ecuador,75,3.75,2007
Republica del Cacao (aka Confecta),Ecuador,Ecuador,75,2.5,2009
Republica del Cacao (aka Confecta),Ecuador,Ecuador,75,3.25,2010
Ritual,U.S.A.,Costa Rica,75,3.5,2011
Ritual,U.S.A.,Ecuador,75,3.25,2012
Ritual,U.S.A.,Trinidad,75,3.5,2012
Ritual,U.S.A.,Madagascar,75,4,2012
Ritual,U.S.A.,Peru,75,3,2013
Ritual,U.S.A.,Belize,75,3.75,2013
Ritual,U.S.A.,Ecuador,85,3.5,2015
Ritual,U.S.A.,Blend,70,3.5,2015
Ritual,U.S.A.,Ecuador,75,3.75,2016
Ritual,U.S.A.,Mexico,75,3.75,2017
Ritual,U.S.A.,Nicaragua,70,3.5,2019
Ritual,U.S.A.,Trinidad,80,3.5,2019
Ritual,U.S.A.,Madagascar,75,3.5,2020
River-Sea,U.S.A.,Tanzania,72,3,2018
River-Sea,U.S.A.,Fiji,70,2.5,2019
River-Sea,U.S.A.,Peru,70,2.5,2019
Roasting Masters,South Korea,Costa Rica,70,3.25,2016
Roasting Masters,South Korea,Costa Rica,70,3.25,2016
Roasting Masters,South Korea,Costa Rica,70,3.25,2016
Robert (aka Chocolaterie Robert),Madagascar,Madagascar,75,3.25,2013
Robert (aka Chocolaterie Robert),Madagascar,Madagascar,68,3.25,2013
Rococo (Grenada Chocolate Co.),U.K.,Grenada,66,3.5,2012
Rogue,U.S.A.,Dominican Republic,70,2.75,2008
Rogue,U.S.A.,Jamaica,70,2.75,2008
Rogue,U.S.A.,Madagascar,70,3,2008
Rogue,U.S.A.,Trinidad,70,3,2008
Rogue,U.S.A.,Venezuela,70,3.5,2009
Rogue,U.S.A.,Peru,75,3.75,2010
Rogue,U.S.A.,Bolivia,75,3,2011
Rogue,U.S.A.,Ecuador,75,3.75,2012
Rogue,U.S.A.,Madagascar,70,3.5,2013
Rogue,U.S.A.,Dominican Republic,70,3.5,2013
Rogue,U.S.A.,Jamaica,75,3.75,2013
Rogue,U.S.A.,Bolivia,75,4,2013
Rogue,U.S.A.,Venezuela,80,3.75,2014
Rogue,U.S.A.,Bolivia,75,3.25,2015
Rogue,U.S.A.,Venezuela,70,3.75,2015
Rogue,U.S.A.,Honduras,75,3.75,2016
Rozsavolgyi,Hungary,Venezuela,71,2.5,2011
Rozsavolgyi,Hungary,Principe,77,2.75,2011
Rozsavolgyi,Hungary,Venezuela,73,3.5,2011
Rozsavolgyi,Hungary,Venezuela,70,3.5,2011
Rozsavolgyi,Hungary,Venezuela,76,2.25,2012
Rozsavolgyi,Hungary,Venezuela,84,2.5,2012
Rozsavolgyi,Hungary,Madagascar,72,2.5,2012
Rozsavolgyi,Hungary,Venezuela,73,3.75,2017
Rozsavolgyi,Hungary,Peru,72,3.75,2021
Ruket,Italy,Honduras,72,2.75,2017
Ruket,Italy,Haiti,75,3,2018
Ruket,Italy,Nicaragua,70,3.5,2018
Ruket,Italy,Indonesia,77,2.75,2021
Ruket,Italy,Tanzania,72,3.5,2021
S.A.I.D.,Italy,Blend,100,1.5,2010
S.A.I.D.,Italy,Dominican Republic,70,3,2010
S.A.I.D.,Italy,Madagascar,64,3.5,2010
S.A.I.D.,Italy,Blend,72,3.5,2010
S.A.I.D.,Italy,Blend,72,3.5,2010
Sacred,U.S.A.,Blend,83,2.75,2012
Sacred,U.S.A.,Blend,69,3.25,2012
Salgado,Argentina,Brazil,70,3.5,2008
Salgado,Argentina,Ecuador,70,3.5,2008
Salgado,Argentina,Venezuela,70,3.5,2008
Salgado,Argentina,Ecuador,70,3.5,2008
San Jose,Ecuador,Ecuador,70,3.25,2017
Santander (Compania Nacional),Colombia,Colombia,53,2,2006
Santander (Compania Nacional),Colombia,Colombia,65,3,2006
Santander (Compania Nacional),Colombia,Colombia,70,3.75,2006
Santander (Compania Nacional),Colombia,Colombia,75,2.75,2009
Santander (Compania Nacional),Colombia,Colombia,70,3,2009
